Product name,Product number,Product price,Product description,Product url
"Spinnaker Pole Slider - Towable/ Lined for 1"" T-Track",17-78,$160.00,"Stainless Steel Spinnaker Pole slider allows for easy adjustment with the addition of a variety of cheek blocks on the front of the mast.   Slide is lined for easy adjustment.   Track Size 1"" x 1/8"" (25 mm x 3 mm), Ring I.D. 1-1/2"" (39 mm), Ring Stock 5/16"" (8 mm), L 5-5/16"" (135 mm), W 2-29/32"" (74 mm), H 3-1/4"" (83 mm), Weight 14 oz. (397 g)",https://hardware.schaefermarine.com/collections/mast-hardware/products/spinnaker-pole-slider-towable-lined-for-1-t-track-17-78
"Exit Box/ Single 2-3/8"" Sheave",34-32,$383.55,"Sheave Size 2-3/8""(60 mm), Halyard Opening 5/8"" (16 mm), Mast Slot 3"" x 1"" (76 mm x 25 mm), Fasteners (6), # 10 RH (5 mm), SWL 2252 lbs. (1020 kg), Weight 14 oz. (397 g)",https://hardware.schaefermarine.com/collections/mast-hardware/products/exit-box-single-2-3-8-sheave-34-32
"Stainless Sail Track 7/8"" x 6' Long",75-07-72&amp;amp;quot;,$100.65,"Length 6' (1.8 m), Fastener Size #8 RH (4 mm), Fastener Spacing 2-3/4"" (70 mm), Weight/ Foot 3 oz. (85 g), End Stop 74-02, Track Stop 74-42",https://hardware.schaefermarine.com/collections/mast-hardware/products/stainless-sail-track-7-8-x-6-long-75-07-72
"Exit Plate/ Flat for up to 3/4"" Line",34-48,$62.20,"Halyard Size 3/4"" (19 mm), Mast Stat Opening 3-1/4""x 1"" (83 mm x 25 mm), Fasteners (4), #10 RH (5 mm), Weight 1 oz. (28 g)",https://hardware.schaefermarine.com/collections/mast-hardware/products/exit-plate-flat-for-up-to-3-4-line-34-48
"7/8"" S.S. Sail Track Stop",74-42,$110.75,"7/8"" Stainless Steel Sail Track Stop.",https://hardware.schaefermarine.com/collections/mast-hardware/products/7-8-s-s-sail-track-stop-74-42
"Exit Box/ Single 2"" Sheave",34-35,$373.75,"Sheave Size 2"" (51 mm), Halyard Opening 1/2"" (12 mm), Mast Slot 2-5/8"" x 13/16"" (67 mm x 5 mm), Fasteners (6), # 10 RH (5 mm), SWL 2250 lbs. (1020 kg), Weight 8.2 oz. (234 g)",https://hardware.schaefermarine.com/collections/mast-hardware/products/exit-box-single-2-sheave-34-35
Transom Door Handle TDH-900 Out of,TDH-900,$499.25,"NEW Transom Door Handle. Ideal for one handed operation of Transom Doors. 316 SS Hand Buffed and Electro-Polished. Includes Handle and Catch Plate. Weight 2.8 lbs (1.27kg) Length = 9 5/8"" (244mm), Height (2 3/4"" (70mm), Base Plate = 4 1/2"" (114mm) x 3 1/2"" (89mm). Uses (4) 1/4"" Flat Head Fasteners.",https://hardware.schaefermarine.com/collections/powerboat/products/transom-door-handle-tdh-900-out-of-stock
Smooth Silver Anodized Knob,MF-12-C,$57.20,Clear Anodized Smooth Control Knob. Fits 3/8-24 thread.,https://hardware.schaefermarine.com/collections/powerboat/products/smooth-silver-anodized-knob-mf-12-c
"Control Knob, Grooved Gold",MF-11-G,$57.20,Beautifully Machined Aluminum Control Knob. Fits 3/8-24 thread. Gold anodized finish,https://hardware.schaefermarine.com/collections/powerboat/products/control-knob-grooved-gold-mf-11-g
Gin Pole Kit,MF-21,$672.10,"Gin Pole Kit. Includes 70' - 3/8"" line and Stainless Steel hook. Safe Working load 2200 lbs, 6:1 purchase.",https://hardware.schaefermarine.com/collections/powerboat/products/gin-pole-kit-mf-21
Trolling Line Double Block,TK-02,$31.90,"Double Trolling Block. 3/4"" Delrin Sheave accepts 400 lb monofillament line or conventional 1/4"" line.",https://hardware.schaefermarine.com/collections/powerboat/products/trolling-line-double-block-tk-02
Gold Tag Line Weight,MF-13,$54.05,"Gold Anodized Tag line weight. Includes Rubber ""O"" ring bumpers.",https://hardware.schaefermarine.com/collections/powerboat/products/gold-tag-line-weight-mf-13
"1/4"" Long ""D"" Shackle",93-26,$31.05,"Pin Dia. 1/4"" (6 mm), Depth 1-5/8"" (41 mm), Width 1/2"" (13 mm), SWL 1320 lbs. (600 kg), Weight 1.2 oz. (34 g)",https://hardware.schaefermarine.com/collections/shackles/products/1-4-long-d-shackle-93-26
"3/8"" Forged ""D"" Shackle",93-18,$57.80,"Pin Dia. 3/8"" (10 mm), Depth 1-9/32"" (33 mm), Width 1-1/16"" (27 mm), SWL 4000 lbs. (1814 kg), Weight 3.6 oz. (102 g)",https://hardware.schaefermarine.com/collections/shackles/products/3-8-forged-d-shackle-93-18
Aftco Trolling Clip (pair),TK-15,$150.90,Aftco Trolling Clip (pair). The spring release clip is an excellent overall choice for any custom rigging setup.,https://hardware.schaefermarine.com/collections/powerboat/products/aftco-trolling-clip-pair-tk-15
"1/4"" Stamped ""D"" Shackle""",93-21,$23.10,"Pin Dia. 1/4"" (6 mm), Depth 1"" (25 mm), Width 11/16"" (17 mm), SWL 1750 lbs. (795 kg), Weight 1.1 oz. (31 g)",https://hardware.schaefermarine.com/collections/shackles/products/1-4-stamped-d-shackle-93-21
Cork Balls,MF-15,$12.96,"1-1/4"" diameter with 3/16"" hole drilled works as line stopper for rigging kits.",https://hardware.schaefermarine.com/collections/powerboat/products/cork-balls-mf-15
Single Trolling Block (pair),TK-11,$49.35,"Single Trolling Block (sold as pair). 3/4"" delrin sheave accepts 400 lb test monofillament or conventional 1/4"" line.",https://hardware.schaefermarine.com/collections/powerboat/products/single-trolling-block-pair-tk-11
"3/8"" Forged ""D"" Shackle",93-14,$53.15,"Pin Dia. 3/8"" (10 mm), Depth 1-7/16"" (37 mm), Width 3/4"" (19 mm), SWL 4000 lbs. (1814 kg), Weight 3.3 oz. (94 g)",https://hardware.schaefermarine.com/collections/shackles/products/3-8-forged-d-shackle-93-14
"3/16"" Bow Shackle",93-01,$27.35,"Pin Dia. 3/16"" (5 mm), Depth 29/32"" (23 mm), Width 7/16"" (11 mm), SWL 1000 lbs. (455 kg), Weight 0.5 oz (14 g)",https://hardware.schaefermarine.com/collections/shackles/products/3-16-bow-shackle-93-01
"1/4"" Forged ""D"" Shackle",93-12,$25.50,"Pin Dia. 1/4"" (6 mm), Depth 29/32"" (23 mm), Width 1/2"" (13 mm), SWL 1530 lbs. (694 kg), Weight 9 oz. (26 g)",https://hardware.schaefermarine.com/collections/shackles/products/1-4-forged-d-shackle-93-12
"1/4"" Stamped ""D"" Shackle""",93-33,$18.15,"Pin Dia. 1/4"" (6 mm), Depth 13/16"" (21 mm), Width 1/2"" (13 mm), SWL 1750 lbs. (795 kg), Weight 0.6 oz. (17 g)",https://hardware.schaefermarine.com/collections/shackles/products/1-4-stamped-d-shackle-93-33
"3/16"" Stamped ""D"" Shackle""",93-31,$23.10,"Pin Dia. 3/16"" (5 mm), Depth 5/8"" (16 mm), Width 7/16"" (11 mm), SWL 1250 lbs. (510 kg), Weight 0.2 oz. (6 g)",https://hardware.schaefermarine.com/collections/shackles/products/3-16-stamped-d-shackle-93-31
1/4 Bow Shackle,93-03,$31.15,"Pin Dia. 1/4"" (6 mm), Depth 1-3/32"" (28 mm), Width 1/2"" (13 mm), SWL 1320 lbs. (600 kg), Weight 1.1 oz. (31 g)",https://hardware.schaefermarine.com/collections/shackles/products/1-4-bow-shackle-93-03
"3/16"" Stamped ""D"" Shackle""",93-32,$22.85,"Pin Dia. 3/16"" (5 mm), Depth 39/64"" (15 mm), Width 27/64"" (11 mm), SWL 1000 lbs. (450 kg), Weight 0.3 oz. (9 g)",https://hardware.schaefermarine.com/collections/shackles/products/3-16-stamped-d-shackle-93-32
"5/16"" Forged ""D"" Shackle",93-11,$34.25,"Pin Dia. 5/16"" (8 mm), Depth Depth 1-3/32"" (28 mm), Width 23/32"" (18 mm), SWL 2480 lbs. (1125 kg), Weight 1.8 oz. (51 g)",https://hardware.schaefermarine.com/collections/shackles/products/5-16-forged-d-shackle-93-11
"1/2"" Forged ""D"" Shackle",93-15,$101.55,"Pin Dia. 1/2"" (13 mm), Depth 2-3/32"" (53 mm), Width 1"" (25 mm), SWL 6200 lbs. (2812 kg), Weight 8.4 oz. (238 g)",https://hardware.schaefermarine.com/collections/shackles/products/1-2-forged-d-shackle-93-15
Stamped/ Heavy-Duty Shackle/ Twist Pin,93-45,$99.70,"Max Line Wire Dia. 1/2"" line (13 mm), Pin A 5/16"" (8 mm), L 1-1/8"" (29 mm), W 3/4"" (19 mm), SWL 2500 lbs. (1135 kg), Weight 1 oz. (28 g)",https://hardware.schaefermarine.com/collections/shackles/products/stamped-heavy-duty-shackle-twist-pin-93-45
"5/16"" Long ""D"" Shackle",93-27,$47.15,"Pin Dia. 5/16"" (8 mm), Depth 1-15/16"" (49 mm), Width 11/16"" (17 mm), SWL 2000 lbs. (916 kg), Weight 2.4 oz. (68 g)",https://hardware.schaefermarine.com/collections/shackles/products/5-16-long-d-shackle-93-27
"3/8"" Bow Shackle",93-02,$57.30,"Pin Dia. 3/8"" (10 mm), Depth 1-9/16"" (40 mm), Width 3/4"" (19 mm), SWL 3100 lbs. (1410 kg), Weight 3.4 oz. (96 g)",https://hardware.schaefermarine.com/collections/shackles/products/3-8-bow-shackle-93-02
"3/8"" Forged ""D"" Shackle",93-10,$88.15,"Pin Dia. 3/8"" (10 mm), Depth 1-1/16"" (27 mm), Width 15/16"" (24 mm), SWL 4000 lbs. (1814 kg), Weight 3.1 oz. (88 g)",https://hardware.schaefermarine.com/collections/shackles/products/3-8-forged-d-shackle-93-10
"3/8"" Twist Shackle",93-57,$69.30,"Pin Dia. 3/8"" (10 mm), Depth 1-1/8"" (29 mm), Width 3/4"" (19 mm), SWL 3100 lbs. (1410 kg), Weight 3.4 oz. (96 g)",https://hardware.schaefermarine.com/collections/shackles/products/3-8-twist-shackle-93-57
Stamped/ Short Retainer Shackle/ Spring Loaded,93-43,$44.65,"Max Line 5/16"" line ( 8 mm), Pin A 1/4"" (6 mm), L 9/16"" (14 mm), W 9/16"" (14 mm), SWL 1550 lbs. (705 kg), Weight 1 oz. (28 g)",https://hardware.schaefermarine.com/collections/shackles/products/stamped-short-retainer-shackle-spring-loaded-93-43
"3/16"" Long ""D"" Shackle",93-25,$27.25,"Pin Dia. 3/16"" (5 mm), Depth 1-1/16"" (27 mm), Width 7/16"" (11 mm), SWL 1000 lbs. (455 kg), Weight 0.6 oz. (17 g)",https://hardware.schaefermarine.com/collections/shackles/products/3-16-long-d-shackle-93-25
Stamped/ Long Retainer/ Spring Loaded,93-42,$49.20,"Max Line 5/16"" line ( 8 mm), Pin 1/4"" (6 mm), Length 1-3/16"" (30 mm), Width 9/16"" (14 mm), SWL 1550 lbs. (705 kg), Weight 1.5 oz. (43 g)",https://hardware.schaefermarine.com/collections/shackles/products/stamped-long-retainer-spring-loaded-93-42
"5/8"" Forged ""D"" Shackle",93-23,$236.60,"Pin Dia. 5/8"" (16 mm), Depth 2-3/16"" (56 mm), Width 1-5/32"" (29 mm), SWL 8270 lbs. (3750 kg), Weight 13.3 oz. (377 g)",https://hardware.schaefermarine.com/collections/shackles/products/5-8-forged-d-shackle-93-23
Investment Cast Wire Shackle,93-80,$213.15,"Max Line Wire Dia. 3/16"" wire (5 mm), Pin A 7/16"" (11 mm), L 3/8"" (10 mm), W 1-3/16"" (30 mm), SWL 3/4"" (19 mm), Weight 4500 lbs. (2045 kg)",https://hardware.schaefermarine.com/collections/shackles/products/investment-cast-wire-shackle-93-80
"3/16"" Forged ""D"" Shackle",93-13,$22.00,"Pin Dia. 3/16"" (5 mm), Depth 23/32"" (18 mm), Width 29/32"" (23 mm), SWL 1240 lbs. (562 kg), Weight 5 oz. (14 g)",https://hardware.schaefermarine.com/collections/shackles/products/3-16-forged-d-shackle-93-13
"7/16"" Forged ""D"" Shackle",93-19,$67.90,"Pin Dia. 7/16"" (11 mm), Depth 1-23/32"" (44 mm), Width 3/16"" (5 mm), SWL 4960 lbs. (2250 kg), Weight 5.4 oz. (153 g)",https://hardware.schaefermarine.com/collections/shackles/products/7-16-forged-d-shackle-93-19
"1/2"" Bow Shackle",93-06,$107.70,"Pin Dia. 1/2"" (13 mm), Depth 2-3/16"" (55 mm), Width 1"" (25 mm), SWL 4960 lbs. (2250 kg), Weight 9.0 oz. (255 g)",https://hardware.schaefermarine.com/collections/shackles/products/1-2-bow-shackle-93-06
"5/16"" Twist Shackle",93-61,$48.05,"Pin Dia. 5/16"" (8 mm), Depth 1-1/16"" (27 mm), Width 5/8"" (16 mm), SWL 2000 lbs. (910 kg), Weight 2.0 oz. (57 g)",https://hardware.schaefermarine.com/collections/shackles/products/5-16-twist-shackle-93-61
Stamped/ Non Retainer Shackle/ Spring Loaded,93-41,$53.55,"Max Wire Dia. 3/32"" wire (2 mm), Max Line 3/8"" (10mm) Pin A 1/4"" (6 mm), L 1-5/8"" (41 mm), W 9/16"" (14 mm), SWL 1000 lbs. (450 kg), Weight 1.5 oz. (43 g)",https://hardware.schaefermarine.com/collections/shackles/products/stamped-non-retainer-shackle-spring-loaded-93-41
"5/16"" Bow Shackle",93-04,$42.75,"Pin Dia. 5/16"" (8 mm), Depth 1-11/32"" (34 mm), Width 23/32"" (18 mm), SWL 2000 lbs. (910 kg), Weight 2.1 oz. (60 g)",https://hardware.schaefermarine.com/collections/shackles/products/5-16-bow-shackle-93-04
"2 1/4"" Delrin",62-030-01,$26.00,"Material: Delrin, Max Line 1/2"" (13 mm), Outside Dia. 2-1/4"" (57 mm), Inside Dia. 3/8"" (10 mm), Width 5/8"" (16 mm)",https://hardware.schaefermarine.com/collections/sheave/products/2-1-4-delrin-62-030-01
"7/16"" Bow Shackle",93-05,$69.55,"Pin Dia. 7/16"" (11 mm), Depth 1-27/32"" (47 mm), Width 29/32"" (23 mm), SWL 3970 lbs. (1800 kg), Weight 5.9 oz. (167 g)",https://hardware.schaefermarine.com/collections/shackles/products/7-16-bow-shackle-93-05
"3/16"" Twist Shackle",93-63,$32.25,"Pin Dia. 3/16"" (5 mm), Depth 11/16"" (17 mm), Width 3/8"" (10 mm), SWL 1000 lbs. (455 kg), Weight 0.5 oz. (14 g)",https://hardware.schaefermarine.com/collections/shackles/products/3-16-twist-shackle-93-63
"1 7/16"" Sheave",62-031,$26.00,"Material: Delrin, Max Line 3/8"" (10 mm), Ourside Dia. 1-7/16"" (37 mm), Inside Dia. 5/16"" (8 mm), Width 17/32"" (13 mm)",https://hardware.schaefermarine.com/collections/sheave/products/1-7-16-sheave-62-031
"1 7/16"" Sheave",62-030-02,$26.00,"Material: Delrin, Max Line 1/2"" (13 mm), Ourside Dia. 1-7/16"" (37 mm), Inside Dia. 3/8"" (10 mm), Width 5/8"" (16 mm)",https://hardware.schaefermarine.com/collections/sheave/products/1-7-16-sheave-62-030-02
"2"" Delrin",62-018,$24.30,"Material: Delrin, Max Line 1/2"" (13 mm), Outside Dia. 2"" (51 mm), Inside Dia. 3/8"" (10 mm), Width 5/8"" (16 mm)",https://hardware.schaefermarine.com/collections/sheave/products/2-delrin-62-018
"1 1/16"" Sheave",62-020-02,$13.65,"Material: Delrin, Max Line 5/16"" (8 mm), Outside Dia. 1-1/16"" (27 mm), Inside Dia. 5/16"" (8 mm), Width 7/16"" (11 mm)""",https://hardware.schaefermarine.com/collections/sheave/products/1-1-16-sheave-62-020-02
"2 3/8"" Delrin Sheave",62-019,$24.30,"Material: Delrin, Max Line 5/8"" (16 mm), Outside Dia. 2-3/8"" (60 mm), Inside Dia. 7/16"" (11 mm), Width 13/16"" (21 mm)",https://hardware.schaefermarine.com/collections/sheave/products/2-3-8-delrin-sheave-62-019
"2"" Delrin Sheave",62-051,$26.00,"Material: Delrin, Max Line 1/2"" (13 mm), Outside Dia. 2"" (51 mm), Inside Dia. 1/2"" (13 mm), Width 5/8"" (16 mm)",https://hardware.schaefermarine.com/collections/sheave/products/2-delrin-sheave-62-051
"1 1/16"" Sheave",62-220,$26.00,"Material: Delrin, Max Line 1/2"" (13 mm), Outside Dia. 1-1/16"" (27 mm), Inside Dia. 3/8"" (10 mm), Width 5/8"" (16 mm)",https://hardware.schaefermarine.com/collections/sheave/products/1-1-16-sheave-62-220
"2 3/8"" Delrin Sheave",62-019,$24.30,"Material: Delrin, Max Line 5/8"" (16 mm), Outside Dia. 2-3/8"" (60 mm), Inside Dia. 7/16"" (11 mm), Width 13/16"" (21 mm)",https://hardware.schaefermarine.com/collections/sheave/products/2-3-8-delrin-sheave-62-19
"2"" Delrin Sheave",62-018-01,$24.30,"Material: Delrin, Black, Max Line 1/2"" (13 mm), Outside Dia. 2"" (51 mm), Inside Dia. 3/8"" (10 mm), Width 5/8"" (16 mm)",https://hardware.schaefermarine.com/collections/sheave/products/2-delrin-sheave-62-018-01
"1 3/4"" Sheave",62-219,$26.00,"Material: Delrin, Max Line 1/2"" (13 mm), Ourside Dia. 1-3/4"" (44 mm), Inside Dia. 3/8"" (10 mm), Width 5/8"" (16 mm)",https://hardware.schaefermarine.com/collections/sheave/products/1-3-4-sheave-62-219
"1 7/8"" Sheave",62-043-01,$26.00,"Material: Delrin, Max Line 5/8"" (16 mm), Outside Dia. 1-7/8"" (48 mm), Inside Dia. 7/16"" (11 mm), Width 13/16"" (21 mm)",https://hardware.schaefermarine.com/collections/sheave/products/1-7-8-sheave-62-043-01
"3/4"" Sheave",62-020-01,$13.65,"Material: Delrin, Max Line 1/4"" (6 mm), 3/4"" (19 mm), Inside Dia. 1/4"" (6 mm), Width 11/32"" (9 mm)""",https://hardware.schaefermarine.com/collections/sheave/products/3-4-sheave-62-020-01
"2"" Delrin Sheave",62-051-01,$26.00,"Material: Delrin, Black, Max Line 1/2"" (13 mm), Outside Dia. 2"" (51 mm), Inside Dia. 1/2"" (13 mm), Width 5/8"" (16 mm)",https://hardware.schaefermarine.com/collections/sheave/products/2-delrin-sheave-62-051-01
"2 3/8"" Delrin Sheave",62-019-02,$24.30,"Material: Delrin, Black, Max Line 5/8"" (16 mm), Outside Dia. 2-3/8"" (60 mm), Inside Dia. 7/16"" (11 mm), Width 13/16"" (21 mm)",https://hardware.schaefermarine.com/collections/sheave/products/2-3-8-delrin-sheave-62-019-2
"2"" Delrin Ball Bearing Sheave",62-152-02a,$78.70,"Material: Delrin, (BB), Max Line 1/2"" (13 mm), Outside Dia. 2"" (51 mm), Inside Dia 3/16"" (5 mm), Width 5/8"" (16 mm)",https://hardware.schaefermarine.com/collections/sheave/products/2-delrin-ball-bearing-sheave-62-152-02a
"1 7/16"" Sheave",62-030-04,$26.00,"Material: Delrin, Black, Max Line 1/2"" (13 mm), Ourside Dia. 1-7/16"" (37 mm), Inside Dia. 3/8"" (10 mm), Width 5/8"" (16 mm)",https://hardware.schaefermarine.com/collections/sheave/products/1-7-16-sheave-62-030-04
"1 1/16"" Ball Bearing Sheave",62-214,$32.25,"Material: Delrin, (BB), Max Line 5/16"" (8 mm), Outside Dia. 1-1/16"" (27 mm), Inside Dia 3/16"" (5 mm), Width 1/2"" (13 mm)""",https://hardware.schaefermarine.com/collections/sheave/products/1-1-16-ball-bearing-sheave-62-214
"2 3/8"" Delrin Sheave",62-019-02B,$75.75,"Material: Delrin, Black, Max Line 5/8"" (16 mm), Outside Dia. 2-3/8"" (60 mm), Inside Dia. 7/16"" (11 mm), Width 13/16"" (21 mm)",https://hardware.schaefermarine.com/collections/sheave/products/2-3-8-delrin-sheave-62-019-02b
"2 3/8"" Aluminum UC Sheave",62-242,$281.90,"Material: Alum. (U.C.), Max Line 5/8"" (16 mm), Outside Dia. 2-3/8"" (60 mm), Inside Dia. 1/4"" (6 mm), Width 13/16"" (21 mm)",https://hardware.schaefermarine.com/collections/sheave/products/2-3-8-aluminum-uc-sheave-62-242
"2 3/8"" Aluminum Sheave",62-070-BW,$109.75,"Material: Alum., Max Line 5/8"" (16 mm), Max Wire 3/16"" (5 mm), Outside Dia. 2-3/8"" (60 mm), Inside Dia. 1/2"" (13 mm), Width 3/4"" (19 mm)",https://hardware.schaefermarine.com/collections/sheave/products/2-3-8-aluminum-sheave-62-070-bw
"2"" Ball Bearing Sheave",62-152-02A,$78.70,"Material: Delrin, (BB), Max Line 1/2"" (13 mm), Ourside Dia. 2""(51mm)Inside Dia 3/16"" (5 mm), Width 5/8"" (16 mm)",https://hardware.schaefermarine.com/collections/sheave/products/2-ball-bearing-sheave-62-152-02a
"2 3/8"" Delrin Sheave",62-019-03B,$75.75,"Material: Delrin, Max Line 5/8"" (16 mm), Outside Dia. 2-3/8"" (60 mm), Inside Dia. 1/2"" (13 mm), Width 13/16"" (2 mm)",https://hardware.schaefermarine.com/collections/sheave/products/2-3-8-delrin-sheave-62-019-03b
"1 7/16"" Wire Sheave",62-095-BW,$78.70,"Material: Alum., Max Wire 5/32"" (4 mm), Outside Dia. 1-7/16"" (37 mm), Inside Dia. 5/16"" (8 mm), Width 9/32"" (7 mm)",https://hardware.schaefermarine.com/collections/sheave/products/1-7-16-wire-sheave-62-095-bw
"2"" Aluminum Sheave",62-023-15BW,$95.95,"Material: Alum., Max Line 1/2"" (13 mm), Max Wire 3/16"" (5 mm), Outside Dia. 2"" (51 mm), Inside Dia. 3/8"" (10 mm), Width 5/8"" (16 mm)",https://hardware.schaefermarine.com/collections/sheave/products/2-aluminum-sheave-62-023-15bw
"3 1/4"" Aluminum UC Sheave",62-241,$355.00,"Material: Alum. (U.C.), Max Line 5/8"" (16 mm), Max Wire 3/16"" (5 mm), Outside Dia. 3-1/4"" (83 mm), Inside Dia. 3/8"" (10 mm), Width 13/16"" (21 mm)",https://hardware.schaefermarine.com/collections/sheave/products/3-1-4-aluminum-uc-sheave-62-241
